Mã lỗi,Name,Message (Vietnamese),Message (English),Loại lỗi,Transaction Status,Lưu ý,Unnamed: 7,Loại lỗi.1,HXL
-5218,BANK_INVALID_USER_INFORMATION,"Thông tin khách hàng (Số CMND/Căn cước/Hộ chiếu, số điện thoai v.v...) không khớp với thông tin đã đăng ký với ngân hàng.","Customer information (ID/Passport, Phone number,etc...) does not match with the information registered with bank.",User,Fail,Nếu ngân hàng TPBank xem HXL tại sheet bên cạnh,,,
-5217,BANK_WALLET_ACCOUNT_ALREADY_LINKED,Tài khoản ví đã được liên kết.,Wallet account is already linked.,Bank,Fail,"Lv1/OUT xin thông tin
- 6 số đầu và 4 số cuối in trên mặt trước thẻ hoặc Số tài khoản ngân hàng
- Tên chủ thẻ
- Số CMND chủ thẻ 
- Số điện thoại đăng ký với ngân hàng
 Chuyển case SL check với team BC để remove token thẻ",,,
-5216,BANK_INVALID_BENEFICIARY_ACCOUNT,Sai thông tin tài khoản thụ hưởng. Vui lòng liên hệ ngân hàng để được hỗ trợ.,Invalid beneficiary account. Please contact issuing bank for more support.,Bank,Fail,Nếu AppID: 888 - Nạp tiền Gửi tiết kiệm >> thì CS cần ghi nhận chuyển SL check dev về STK nhận tiền (thụ hưởng).,,,
-5215,BANK_INVALID_BENEFICIARY,Sai thông thông người thụ hưởng. Vui lòng liên hệ ngân hàng để được hỗ trợ.,Invalid beneficiary. Please contact issuing bank for more support.,Bank,Fail,,,,
-5214,BANK_ISSUER_OR_SWITCH_INOPERATIVE,Giao dịch không thành công do lỗi hệ thống ngân hàng thụ hưởng hoặc hệ thống chuyển mạch. Vui lòng thực hiện lại.,Transaction failed because of beneficiary bank error or switch system error. Please try again.,Bank,Fail,,,,
-5213,BANK_TRANS_EXEEDED_REFUND_LIMITED_DAYS,Giao dịch quá thời hạn cho phép hoàn tiền.,Transaction exceeded time for refund.,Bank,Fail,,,,
-5212,BANK_REFUND_AMOUNT_EXCEEDED_ORIGINAL_AMOUNT,Số tiền hoàn trả vượt quá số tiền gốc.,Refund amount exceeded original amount.,ClientService,Fail,,,,
-5211,BANK_TOKEN_EXPIRED,Token đã hết hạn. Vui lòng hủy liên kết và liên kết lại hoặc liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ.,Token expired. Please unlink and relink or contact Customer Service for more support.,Bank,Fail,,,,
-5210,BANK_INVALID_CONFIG,Lỗi cấu hình hệ thống ngân hàng.,Invalid bank system configuration.,Bank,Fail,,,,
-5209,BANK_REQ_INVALID_SIGNATURE,Ngân hàng xác thực chữ ký không hợp lệ.,Bank verified invalid signature.,Bank,Fail,,,,
-5208,BANK_CARD_HAS_NOT_CHANGED_PIN_YET,Thẻ chưa được đổi mã PIN. Vui lòng đổi mã PIN trước khi thực hiện giao dịch.,Card PIN has not been changed. Please change card PIN before making transaction.,User,Fail,,,,
-5207,BANK_USER_HAS_NOT_BEEN_REGISTER_SMS,Khách hàng chưa đăng ký dịch vụ SMS tại ngân hàng. Vui lòng liên hệ ngân hàng phát hành để được hỗ trợ.,Customer has not registered SMS service. Please contact issuing bank for more support.,User,Fail,"Nếu NH Eximbank, Vietcombank, TPBank , Nam Á xem tại sheet bên cạnh",,,
-5206,BANK_CARD_OR_ACCOUNT_NOT_LINKED,Thẻ hoặc tài khoản chưa được liên kết ví.,Card or account has not been linked.,Bank,Fail,,,,
-5205,BANK_ORIGINAL_TRANS_HAS_BEEN_FAILED,Giao dịch gốc ghi nhận thất bại.,Original transaction has failed.,Bank,Fail,,,,
-5204,BANK_REQ_INVALID_PARAMETER,Tham số gửi qua ngân hàng không hợp lệ.,Invalid bank request parameter.,System,Fail,"Đối với GD rút tiền Tài khoản tiết kiệm: CS kiểm tra số tiền KH rút có bị vượt 90% giá trị số tiền của gói hay không 
> CS tư vấn: Hạn mức rút tiền tối đa: 110 triệu/giao dịch. Nếu muốn rút 1 phần: Số tiền còn lại tối thiểu: 100.000đ VÀ ≥ 10% giá trị của gói (Có nghĩa: Số tiền rút cần ≤ 90% giá trị gói, Ví dụ: KH có gói tiết kiệm 2tr, KH chỉ được rút tối đa 1tr8 và giữ lại số tiền tối thiểu là 200k)",,,
-5203,BANK_TRANS_HAS_BEEN_EXPIRED,Thời gian giao dịch hết hạn. Vui lòng thực hiện hiện lại giao dịch.,Transaction has expired. Please try again.,Bank,Fail,,,,
-5202,BANK_INVALID_REQUEST_TIME,Tham số thời gian giao dịch không hợp lệ.,Invalid transaction time parameter.,System,Fail,,,,
-5201,BANK_INVALID_CURRENCY,Số CMND/CCCD/Hộ chiếu xác thực với ngân hàng không chính xác. Bạn vui lòng kiểm tra và thử lại.,Invalid currency.,System,Fail,Số CMND/Hộ chiếu xác thực với ngân hàng không chính xác. Hướng dẫn KH  kiểm tra lại thông tin giấy tờ với ngân hàng.,,,
-5200,BANK_TRANS_HAS_BEEN_CANCELED,Khách hàng đã hủy giao dịch tại ngân hàng.,Transaction has been canceled.,User,Fail,,,,
-5118,BANK_VCB_EXCEEDED_AMOUNT_PER_DAY,"Giao dịch vượt quá hạn mức nạp tiền vào Ví điện tử. Khách hàng thực hiện giao dịch trên VCB Digibank hoặc liên hệ bank nếu có thắc mắc.

(Fail GD C/D) ",,,Fail,Liên quan QĐ 2345 ,,,
-5117,BANK_VCB_NOT_REGISTER_FACE_AUTH,Quý khách cần xác thực giao dịch bằng Facepay trên ứng dụng VCB Digibank. Quý khách hãy kích hoạt phương thức xác thực Facepay trên ứng dụng VCB Digibank để thực hiện giao dịch này.,,,Fail,"Liên quan QĐ 2345 

+ GD < 2,000,000 và giao dịch thuộc giao dịch loại B: bypass xác thực này.
+ GD >= 2,000,0000 và giao dịch thuộc giao dịch loại B, C,D: từ app Zalopay chuyển sang app ngân hàng để xác thực.",,,
-5116,BANK_VCB_NOT_REGISTER_SOFT_OTP,Quý khách cần kích hoạt Smart OTP và thực hiện 2 giao dịch tài chính để thực hiện xác thực giao dịch bằng Smart OTP trên ứng dụng VCB Digibank.,,,Fail,"Liên quan QĐ 2345 

+ GD < 2,000,000 và giao dịch thuộc giao dịch loại B: bypass xác thực này.
+ GD >= 2,000,0000 và giao dịch thuộc giao dịch loại B, C,D: từ app Zalopay chuyển sang app ngân hàng để xác thực.",,,
-5115,BANK_VCB_NOT_REGISTER_OR_INSTALL_DIGIBANK,Quý khách cần xác thực giao dịch trên ứng dụng VCB Digibank. Quý khách hãy tải và kích hoạt ứng dụng VCB Digibank phiên bản mới nhất để xác thực giao dịch này.,,,Fail,"Liên quan QĐ 2345 

+ GD < 2,000,000 và giao dịch thuộc giao dịch loại B: bypass xác thực này.
+ GD >= 2,000,0000 và giao dịch thuộc giao dịch loại B, C,D: từ app Zalopay chuyển sang app ngân hàng để xác thực.",,,
-5114,BANK_BIDV_SMART_BANKING_EXCEEDED_AMOUNT_PER_DAY,Tổng số tiền giao dịch trong ngày lớn hơn hạn mức tối đa/ngày áp dụng cho gói dịch vụ SmartBanking khách hàng đang sử dụng. Vui lòng liên hệ ngân hàng để nâng cấp gói SmartBanking.,,User,Fail,,,,
-5113,BANK_BIDV_SMART_BANKING_EXCEEDED_AMOUNT_PER_TRANS,Số tiền giao dịch lớn hơn hạn mức giao dịch tối đa áp dụng cho gói dịch vụ SmartBanking của hiện tại. Vui lòng liên hệ ngân hàng để nâng cấp gói SmartBanking.,,User,Fail,,,,
-5112,BANK_BIDV_SMART_BANKING_IS_INACTIVE,Dịch vụ BIDV SmartBanking chưa được kích hoạt. Vui lòng cần đến quầy giao dịch của BIDV để kích hoạt lai dich vu BIDV SmartBanking.,,User,Fail,,,,
-5111,BANK_INVALID_PROVIDER,Thông tin cấu hình của ZaloPay trên hệ thống của NH không hợp lệ.,Provider not found.,Bank,Fail,,,,
-5110,BANK_INVALID_USER_INFO,Thông tin khách hàng không khớp với thông tin đã đăng ký với ngân hàng.,Customer information does not match with the information registered with bank.,User,Fail,"1. Riêng với KH mở tài khoản ACB mã lỗi này có nghĩa Ảnh định danh không đủ chất lượng (bị mờ, mất góc, loé sáng,...). Bạn vui lòng thực hiện lại. 
HXL: CS hướng dẫn KH định danh lại chụp hình chân dung rõ nét không bị nhòe, lóe sáng và sau khi nhận được thông báo cập nhật định danh thành công thì thực hiện mở lại tài khoản ACB
2. Riêng Sacombank thì tham khảo bảng mã lỗi Sacombank",,,
-5109,BANK_BIDV_MUST_CHANGE_PASS_BIDV_ONLINE,Bạn cần thay đổi mật khẩu BIDV Online để tiếp tục giao dịch.,Please change your BIDV Online passwords before making transaction.,User,Fail,,,,
-5108,BANK_BIDV_NOT_REGISTER_ONLINE_FINANCE,Quý khách đang sử dụng BIDV Online gói phi tài chính. Quý khách cần đăng ký BIDV Online gói tài chính để sử dụng dịch vụ.,Customer is using non-financial package of BIDV Online. Please register financial package before using this service.,User,Fail,,,,
-5107,BANK_USERNAME_PASSWORD_INCORRECT,Thông tin đăng nhập hệ thống Internet Banking/E-banking của NH không đúng (Sai tên đăng nhập hoặc mật khẩu. hoặc tài khoản đã bị khóa).,Signing in information for bank Internet Banking/E-Banking system is incorrect. (Username or passwords is incorrect or account has been locked).,User,Fail,,,,
-5106,BANK_BIDV_SB_PASSWORD_NOT_FIRST_CHANGE,Quý khách CHƯA đổi mật khẩu DV BIDV Smart Banking lần đầu. Vui lòng đổi mật khẩu lần đầu tại ứng dụng BIDV Smart Banking,Customer has not changed BIDV Smart Banking service's passwords for the first times. Please change it at BIDV Smart Banking application.,User,Fail,,,,
-5105,BANK_BIDV_NOT_REGISTER_BIDV_OR_INACTIVE,Khách hàng chưa đăng ký dịch vụ tại BIDV hoặc đang không ở trạng thái hoạt động,Customer has not registered BIDV service or customer is in inactive state.,User,Fail,,,,
-5104,BANK_BIDV_CIF_ALREADY_REGISTERED_BUNO,Số CIF đã sử dụng đăng ký BUNO hoặc đang xử lý tại quầy,CIF number has already been used for registering BUNO or it is being processed at the counter.,User,Fail,,,,
-5103,BANK_BIDV_WALLET_ID_ALREADY_REGISTERED_BIDV_ONL,Mã ví đã liên kết đúng với user BIDV online xác thực,Wallet ID is already registered BIDV Online.,User,Fail,,,,
-5102,BANK_BIDV_BUNO_PHONE_NOT_MATCH,Số điện thoại BUNO không trùng số điện thoại BIDV Online,BIDV BUNO phone number does not match with BIDV Online phone number.,User,Fail,,,,
-5101,BANK_BIDV_NOT_REGISTER_SMARTBANKING_FINANCE,Quý khách đang sử dụng BIDV Smart Banking gói phi tài chính. Quý khách cần đăng ký BIDV Smart Banking gói tài chính để sử dụng dịch vụ.,Customer is using non-financial package of BIDV Smart Banking. Please register financial package before using this service.,User,Fail,,,,
-5099,BANK_ACCOUNT_OR_CARD_NOT_ALLOWED,Tài khoản NH hoặc thẻ không được phép giao dịch. Vui lòng liên hệ ngân hàng để được hỗ trợ.,Account or card is not allowed for making transaction. Please contact issuing bank for more support.,User,Fail,,,,
-5095,BANK_PHONE_NEED_CHANGE_FORMAT,Khách hàng cần thay đổi số điện thẻo theo format của bộ thông tin truyền thông.,Phone format needs to be changed following the Ministry of Information and Communications format.,User,Fail,"Nếu Kh đã đổi số điện thoại từ 11-10 số, KH cần gỡ liên kết VCb sau đó liên kết lại. ",,,
-5094,BANK_PHONE_ALREADY_CHANGED_FORMAT,Khách hàng đã chuyển đổi số điện thoại từ phía ngân hàng. Vui lòng liên hệ với ngân hàng để được hỗ trợ.,Customer has already changed phone format at bank. Please contact bank for more support.,User,Fail,"Nếu Kh đã đổi số điện thoại từ 11-10 số, KH cần gỡ liên kết VCb sau đó liên kết lại. ",,,
-5093,BANK_USER_CANCEL_TRANS,Khách hàng huỷ giao dịch.,Customer cancel transaction.,User,Fail,,,,
-5092,BANK_INVALID_IDENTITY_INFO,Số chứng minh thư/căn cước/hộ chiếu không trùng khớp với thông tin đăng ký tại ngân hàng.,The ID/Passport number does not match the information registered at the bank,User,Fail,"Nếu MSB: CS khai thác thêm STK NH, nếu 3 ký tự đầu 888 => chưa hỗ trợ liên kết ví, khách hàng liên hệ ngân hàng MSB để được tư vấn thêm thông tin
Sacombank:  Nếu KH báo đã đổi CCCD trên hệ thống ngân hàng ( trùng với KYC ở ZLP) nhưng khi KH liên kết ZLP bị báo lỗi 5092 
Nguyên nhân lỗi: Do KH chỉ mới cập nhật CCCD trên hệ thống tài khoản nhưng chưa cập nhật trên hệ thống thẻ
HXL hiện tại: báo KH liên kết bằng CMND cũ hoặc đến Sacombank để cập nhật lại CCCD trên hệ thống thẻ 
Trong thời gian sắp tới : Trong Qúy3 và Quý 4/2022 thì STB fix lỗi này 

Các Ngân hàng khác:
Khi liên kết, ở mục Giấy tờ tùy thân, hệ thống đang mặc định lấy theo Giấy tờ đang KYC TK ZaloPay. Nếu Giấy tờ đăng ký với NH là thông tin khác, KH có thể điều chỉnh thông tin này khi liên kết như sau:
Chọn mũi tên xuống >> Chọn loại giấy tờ (chọn loại khác mà cho phép KH nhập tay số giấy tờ) + nhập số giấy tờ đang đăng ký với NH >> Liên kết ngay.",,,
-5091,BANK_INVALID_PHONE_NUMBER,Số điện thoại không trùng khớp với số điện thoại đăng ký với ngân hàng.,Customer phone number does not match with the phone number is registered at bank.,User,Fail,"Xem hướng xử lý ở sheet bên cạnh
Riêng đối với lien kết thẻ Agribank lưu ý thêm trường hợp sau:
Tại thời điểm khách hàng đăng ký phát hành thẻ tại ngân hàng, KH sẽ đăng ký SĐT để kích hoạt thẻ, SĐT này mặc định sẽ là số điện thoại đăng ký giao dịch internet của thẻ, cũng là SĐT nhận được OTP và xác thực liên kết ví điện tử qua số thẻ. Khi SDT đăng ký ví điện tử trùng khớp với SDT đăng ký thẻ này thì liên kết thành công.

Tại một thời điểm khác, khi KH có nhu cầu sử dụng dịch vụ báo tin nhắn hoặc Emobilebanking để chuyển khoản, SĐT đăng ký lúc này không quy định phải trùng khớp với SĐT đăng ký thẻ. Vì vậy, nếu KH đký SDT khác (vì mất SDT cũ hoặc xài song song 2 SDT) dẫn đến khi liên kết ví điện tử không được.

Khách hàng bị hiểu nhầm số điện thoại đăng ký tin nhắn hoặc Emobile Banking trùng khớp với SDT đăng ký Zalopay là liên kết được nên dẫn đến các trường hợp liên kết lỗi như trên.

Để xử lý các trường hợp như trên, chỉ cần yêu cầu KH ra quầy Agribank kiểm tra lại SDT đăng ký giao dịch internet của thẻ có trùng khớp với SDT đăng ký ví điện tử không là giải quyết được.",,,
-5087,BANK_CARD_NO_SUCH_ISSUER,Không tìm thấy ngân hàng phát hành.,,User,Fail,,,,
-5086,BANK_INVALID_CARD_EXPIRE_DATE,Ngày hết hạn của thẻ không đúng. Vui lòng thực hiện lại.,Invalid card expired date. Please try again.,User,Fail,,,,
-5085,BANK_INVALID_CC_CARD_INFO_AT_PAYMENT,Ngân hàng từ chối giao dịch do thông tin thẻ không chính xác. Vui lòng hủy liên kết và liên kết lại để tiếp tục giao dịch.,Bank has declined transaction because of invalid card information. Please unlink and relink to continue.,User,Fail,,,,
-5084,BANK_3DS_VALIDATION_FAILED,Giao dịch chưa xác nhận OTP từ phía ngân hàng. Vui lòng thực hiện lại giao dịch.,Transaction is not validated with OTP from bank. Please try again.,User,Fail,Hướng dẫn KH liên hệ NH phát hành thẻ để kiểm tra,,,
-5083,BANK_INVALID_CARD_NO_OR_ACCOUNT_NO,"Số thẻ/Tài khoản không đúng, vui lòng nhập lại.","Card/Account number is invalid, please retry.",User,Fail,"NH MSB: Nhân viên khai thác thêm: Có phải khách hàng mở TK online eKYC không?
Nếu có thì do phạm vi sử dụng chỉ trên kênh IB/MB MSB, không được liên kết ví
HXL: KH cần qua CN/PGD MSB để thực hiện xác thực KH, chuyển đổi gói tài khoản. Sau khi chuyển đổi mã sản phẩm tài khoản thì TK của KH có thể liên kết ví.",,,
-5082,BANK_TRANS_REJECTED_OR_NON_VN_CARD,"Thẻ bị Ngân hàng từ chối, hoặc do thẻ không phải phát hành tại Việt Nam. Vui lòng thử thẻ khác.",Card has been rejected or it is not issued in Vietnam. Please try another card.,User,Fail,,,,
-5081,BANK_API_IN_MAINTERNANCE_MODE,Ngân hàng đang bảo trì dịch vụ. Vui thực hiện lại.,Bank service is under maintenance. Please try again later.,Bank,Fail,,,,
-5080,BANK_NON_VN_CARD_REJECTED,Giao dịch bị từ chối do Ngân hàng phát hành thẻ không phải ở Việt Nam.,Transaction has been rejected because card issuer is not from Vietnam.,User,Fail,,,,
-5079,BANK_INVALID_HOLDER_NAME,Tên chủ thẻ/Tài khoản không đúng. Vui lòng thực hiện lại.,Invalid holder name. Please try again.,User,Fail,,,,
-5078,BANK_INVALID_CARD_ISSUED_DATE,Ngày phát hành thẻ không đúng. Vui lòng thực hiện lại.,Invalid card issued date. Please try again.,User,Fail,,,,
-5077,BANK_INACTIVE_OR_NOT_AUTHORIZED_CARD,Thẻ không hoạt động hoặc chưa đăng ký dịch vụ thanh toán trực tuyến. Vui lòng liên hệ ngân hàng phát hành thẻ để được hỗ trợ.,,User,Fail,"CS hướng dẫn khách hàng liên hệ ngân hàng kiểm tra 

- Thẻ đã kích hoạt (đổi pin) chưa
- Trạng thái thẻ có ở trạng thái hoạt động bình thường không (khoá từ IB/app của bank, khoá do nhập sai OTP nhiều lần,...)

Đối với thẻ CC Saigonbank (SCB): KH cần liên hệ ngân hàng theo hotline 1900 6538 để được NH tư vấn và hỗ trợ tốt hơn (kiểm tra dịch vụ bảo mật khi thanh toán (3DS))
Đối với MB Bank xem hướng xử lý sheet bên bạnh",,,
-5076,BANK_CUSTOMER_IN_DENIED_PARTIES_LIST,Khách hàng nằm trong danh sách bị từ chối giao dịch.,Customer is in denied parties list,User,Fail,"** Đối với KH liên kết Sacombank : BC|SCB|ZPSTB2: CS thông báo :""Theo quy định của ngân hàng, bạn chưa đủ điều kiện để mở tài khoản trên ZaloPay. Bạn vui lòng đến chi nhánh Sacombank gần nhất để được tư vấn thủ tục mở tài khoản"".
** Đối với các Ngân hàng khác: CS thông báo: ""Ngân hàng đã từ chối giao dịch. Vui lòng liên hệ ngân hàng phát hành thẻ để được hỗ trợ.""

Nếu KH báo đã liên hệ Ngân hàng nhưng NH báo do lỗi phía ZaloPay : CS ghi nhận UID, Thông tin thẻ/tài khoản cần liên kết, thời gian KH thực hiện liên kết ==> Chuyển SL kiểm tra với dev. hẹn KH 3-5 ngày làm việc.",,,
-5075,BANK_TRANS_HAS_BEEN_REJECTED_BY_CYBERSOURCE,Ngân hàng từ chối giao dịch này. Vui lòng liên hệ ngân hàng phát hành thẻ để được hỗ trợ.,Bank has rejected this transaction. Please contact issuing bank for more support.,User,Fail,,,,
-5074,BANK_TRANS_HAS_NOT_BEEN_APPROVED,Ngân hàng không chấp nhận giao dịch. Vui lòng liên hệ ngân hàng phát hành để được hỗ trợ.,Bank has not approved this transaction. Please contact issuing bank for more support.,Bank,Fail,"1. Đối với tình huống User bị trừ tiền và thắc mắc thời gian hoàn tiền, CS tư vấn KH liên hệ bank nhờ tra soát GD. Thời gian hoàn tiền phụ thuộc vào thời gian xử lý của bank.

2. Đối với tình huống User muốn biết nguyên nhân vì sao User không giao dịch được (User không bị trừ tiền): 
*KH liên hệ lần 1: CS hướng dẫn KH liên hệ bank kiểm tra thông tin trước.
*KH liên hệ lần 2 (hoặc báo đã liên hệ bank trước đó và được hướng dẫn KH liên hệ ZaloPay): CS xin thông tin ngân hàng của User chuyển SL kiểm tra với bank:
- UserID: 
- TransID: 
- 6 đầu - 4 cuối số thẻ NH & tên NH:
- Số tài khoản NH:
- Tên chủ thẻ: 
- SĐT đăng ký NH: 
- Số CMND: 
- Vấn đề lỗi : (mã lỗi, tần suất/thời gian bị lỗi)
- Đối với lỗi phát sinh từ ngân hàng: hỏi thăm KH đã liên hệ NH chưa, NH đã tư vấn gì:",,,
-5073,BANK_TRANS_INVALID_STATUS_FOR_ACTION,Trạng thái của giao dịch ở ngân hàng không hợp lệ.,Invalid transaction status at bank.,Bank,Fail,,,,
-5072,BANK_TRANS_ALREADY_REVERTED,Giao dich đã được revert.,Transaction has already been reverted.,System,Fail,,,,
-5071,BANK_TRANS_FAIL,Giao dịch thất bại phía ngân hàng. Vui lòng thử lại.,,Bank,Fail,,,,
-5070,BANK_TRANS_NOT_FOUND,Khách hàng không thực hiện thanh toán.,Customer does not make payment.,User,Fail,,,,
-5069,BANK_USER_NOT_PROCESS_TRANS,Khách hàng không thực hiện giao dịch.,Customer does not process transaction.,User,Fail,,,,
-5068,BANK_TRANS_LOCKED_DUE_TO_MAX_OTP_ATTEMPTS,Khách hàng nhập sai OTP quá số lần quy định. Tạm khóa không cho giao dịch. Vui lòng liên hệ NH để được hỗ trợ.,Customer has been locked due to exceeded OTP attempts limit. Please contact issuing bank for more support.,User,Fail,,,,
-5067,BANK_TRANS_HAS_BEEN_REFUNDED,Giao dịch gốc đã được hoàn tiền.,Original transaction has been refunded.,ClientService,Fail,,,,
-5066,BANK_EXCEEDED_NO_TRANS_PER_DAY,Vượt hạn mức số lần giao dịch trong ngày.,Daily transaction limit exceeded.,User,Fail,"Đối với giao dịch rút tiền từ Tài khoản tiết kiểm về Số dư TKZP (App ID: 186)
- Nguyên nhân: KH bị dính hạn mức giao dịch theo ngày của ngân hàng Cake
- HXL: CS tư vấn cho KH nguyên nhân phát sinh lỗi và hướng dẫn KH liên hệ ngân hàng Cake để được hỗ trợ.",,,
-5065,CREDIT_ACCOUNT_INVALID,,,,,,,,
-5064,BANK_SAVING_ACCOUNT_INVALID,,,,,,,,
-5063,BANK_PAYMENT_ACCOUNT_INVALID,,,,,,,,
-5062,BANK_SECURITY_ERROR,,,,,,,,
-5061,BANK_PHONE_INVALID,,,,,,,,
-5060,BANK_ID_OR_PASSPORT_INVALID,,,,,,,,
-5059,BANK_PHONE_NOT_REGISTERED,,,,,,,,
-5058,BANK_TOKEN_EXPIRED,Token đã hết hạn. Vui lòng hủy liên kết và liên kết lại hoặc liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ.,,Bank,Fail,,,,
-5057,BANK_DUPLICATE_TRACE_NO,Giao dịch bị trùng.,Transaction is duplicated.,System,Pending,"Thẻ/Tài khoản đang được liên kết với TK ZaloPay khác & thông tin thẻ của Khách đã được thay đổi tại ngân hàng (do thẻ hết hạn, đổi thẻ mới...) 
*Dù KH đã unlink & link lại vẫn bị báo lỗi.
Khai thác thông tin chuyển SL - Thời gian hỗ trợ 1-3 ngày làm việc:

-UserID: 
- TransID: 
- 6 đầu - 4 cuối số thẻ: 
- Số tài khoản NH: 
- Tên chủ thẻ: 
- SĐT đăng ký NH: 
- Số CMND: 
---------------------------------------------------------------------------
*Khai thác thêm: 
-KH có từng thay đổi thông tin số thẻ/STK với ngân hàng không 
- KH có (từng) sử dụng SĐT khác không (LV1/Out kiểm tra SĐT >> TKZP >> có liên kết thẻ/tài khoản Sacombank cũ của KH không). Nếu có note UID.
",,,
-5056,BANK_CAN_NOT_SEND_OTP,Ngân hàng gửi mã xác thực (OTP) không thành công. Vui lòng liên hệ ngân hàng phát hành thẻ/tài khoản để được hỗ trợ.,Bank failed to send OTP.,Bank,Fail,,,,
-5055,BANK_OTP_HAS_BEEN_EXPIRED,OTP đã hết hạn. Vui lòng thực hiện lại giao dịch khác.,OTP expired. Please make another transaction.,User,Fail,,,,
-5054,BANK_ORIGINAL_TRANS_NOT_FOUND,Không tìm thấy giao dịch gốc.,Original transaction not found.,Bank,Fail,,,,
-5053,BANK_OTP_ORIGINAL_TRANS_VERIFIED,Giao dịch gốc đã được xác thực.,Original transaction verified.,System,Fail,,,,
-5052,BANK_OTP_EXPIRED,OTP đã hết hạn. Quý khách vui lòng thực hiện lại giao dịch khác.,,User,Fail,,,,
-5051,BANK_OTP_VERIFY_TOO_MANY_FAILED_ATTEMPTS,Nhập sai OTP quá số lần cho phép. Vui lòng thử lại giao dịch mới.,Exceeded OTP attempts limit. Please make another transaction.,User,Fail,,,,
-5050,BANK_OTP_VERIFY_FAILED,OTP không đúng. Vui lòng nhập lại.,OTP verification failed. Please retry.,User,Fail,,,,
-5049,BANK_REQUEST_TIME_INVALID,Tham số thời gian giao dịch không hợp lệ.,,Bank,Fail,,,,
-5048,BANK_INVALID_AMOUNT,Số tiền không hợp lệ,Invalid amount.,Bank,Fail,,,,
-5047,BANK_INVALID_CARD_OR_ACCOUNT,Thẻ/Tài khoản liên kết không hợp lệ. Vui lòng liên hệ ngân hàng để được hỗ trợ.,Invalid card/account.,User,Fail,,,,
-5046,BANK_TOKEN_NOT_USABLE,Liên kết với Ngân hàng hết hiệu lực. Vui lòng thực hiện liên kết lại để tiếp tục sử dụng.,,Bank,Fail,Hướng dẫn KH hủy liên kết & liên kết lại ngân hàng với Zalopay.,,,
-5045,BANK_TOKEN_NOT_FOUND,Thẻ hoặc tài khoản chưa được liên kết.,Card or account has not been linked.,ClientService,Fail,"**Nếu User đang khiếu nại có liên quan đến luồng liên kết tài khoản Techcombank trực tiếp (ZPTCB2):
Nguyên nhân: User đã liên kết thành công trước đó thì vẫn cho liên kết tiếp (User thao tác liên kết trong app Zalopay, sau đó lại thông qua noti của bank đi liên kết thêm lần nữa) >> Khi thực hiện các GD nạp/rút/thanh toán/huỷ liên kết bị báo lỗi -5045.

HXL: Hướng dẫn user đi huỷ liên kết từ ứng dụng ngân hàng, sau đó vào Zalopay thực hiện liên kết lại. Sau đó mới có thể đi thực hiện các giao dịch với TCB account.

Lưu ý: CS cần báo KH chỉ thao tác liên kết 1 thành công một lần là được, không thao tác link nhiều lần.

***Các bank khác: Tư vấn KH liên hệ bank kiểm tra thông tin, sau đó thử lại. Sau khi liên hệ bank, KH có thể thử unlink sau đó link lại để thực hiện GD mới.",,,
-5044,BANK_TOKEN_NOT_ACTIVATED,Giao dịch bị lỗi. Vui lòng thực hiện lại hoặc liên hệ bộ phận chăm sóc khách hàng để được hỗ trợ.,Transaction failed. Please try again or contact Customer Service for more support.,Bank,Fail,,,,
-5043,BANK_DUPLICATE_TRANSID,Giao dịch bị trùng.,Transaction is duplicated.,System,Pending,,,,
-5042,BANK_CARD_OR_ACCOUNT_HAS_BEEN_LOCKED,Thẻ/Tài khoản ngân hàng đã bị khóa. Vui lòng liên hệ ngân hàng phát hành để được hỗ trợ.,Card or Account has been locked. Please contact issuing bank for more support.,User,Fail,,,,
-5041,BANK_CARD_OR_ACCOUNT_INVALID_STATE,Thẻ/Tài khoản ở trạng thái không giao dịch được. Vui lòng liên hệ ngân hàng phát hành để được hỗ trợ.,Card/Account is in invalid state. Please contact issuing bank for more support.,User,Fail,,,,
