Unnamed: 0,"Các tình huống và hướng xử lý khi gặp các mã lỗi trên tool TPE- Thông tin giao dịch:
- TH1: Hệ thống trả mã lỗi và PE Return Message rõ ràng, CS đối chiếu trùng với HXL trên FAQ > CS tư vấn theo thông tin đã có cho KH
- TH2: Hệ thống trả mã lỗi và PE Return Message rõ ràng nhưng trên FAQ không có thông tin mã lỗi và HXL > CS tư vấn kết quả theo PE Return Message cho KH + Chuyển case cho QC update lên FAQ
- TH3: Hệ thống trả mã lỗi và PE Return Message không trùng với HXL trên FAQ/không rõ ràng > CS tạo jira kiểm tra với BPLQ

PE Return Message là thông báo của hệ thống phản hồi kết quả và HXL cho KH",Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
-350,"-1|20|300115|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác",,300115,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng email trên mỗi thẻ trong 24h
- AppID = 884
- Gateway
- Mỗi Zalopay card chỉ được dùng 3 email để thanh toán trong 24h
HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác",-350300115
-350,-1|20|300116|Giao dịch của quý khách bị nghi không an toàn. Vui lòng liên hệ với bộ phận CSKH để được hỗ trợ.,,300116,Giao dịch của quý khách bị nghi không an toàn. Vui lòng liên hệ với bộ phận CSKH để được hỗ trợ.,"Nguyên nhân:Rule reject các email rủi ro cao	
- AppID = 884
- Gateway
- Rule reject các email thuộc blacklist
HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác",-350300116
-350,"-1|20|300125|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300125,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit reject customercode (Mã KH) rủi ro
-AppID= 417, 889
- Gateway
- Fail từ 75% giao dịch/ customerCode

HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác",-350300125
-350,"-1|20|300126|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300126,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi customerCode (Mã KH) trong 24h
- AppID = 417, 889
- Gateway
- Mỗi CustomerCode chỉ được dùng 3 thẻ ngân hàng để thanh toán trong 24h

HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác",-350300126
-350,-1|20|300127|Vượt hạn mức giao dịch trong 24h. Vui lòng thử lại sau.,,300127,Vượt hạn mức giao dịch trong 24h. Vui lòng thử lại sau.,"Nguyên nhân: Rule limit số tiền giao dịch của một thẻ trong 24h
- AppID = 417, 889
- Gateway
- > 5M/24h/Thẻ
HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác hoặc thử lại sau 24h",-350300127
-350,"-1|20|300128|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300128,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule reject BIN rủi ro cao	
HXL: Hướng dẫn KH thực hiện giao dịch với nguồn tiền khác",-350300128
-350,-1|20|300129|Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,,300129,Giao dịch thất bại do hệ thống phát hiện giao dịch bất thường.,"Nguyên nhân: Rule hạn mức thanh toán/GD tại merchant Vntrip
- AppID: 559
- >1tỷ
HXL: Hướng dẫn KH thực hiện giao dịch với số tiền nhỏ hơn",-350300129
-350,"-1|20|300131|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300131,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi merchant users trong 24h
- AppID = 655, 656
- Gateway
- Mỗi MC users chỉ được dùng 3 thẻ ngân hàng để thanh toán trong 24h
HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác",-350300131
-350,"-1|20|300132|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300132,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi merchant users trong 168h
- AppID = 655, 656
- Gateway
- Mỗi MC users chỉ được dùng 8 thẻ ngân hàng để thanh toán trong 168h
HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác",-350300132
-350,"-1|20|300133|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300133,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi merchant users trong 24h
- AppID = 148, 149, 3762
- Gateway
- Mỗi MC users chỉ được dùng 3 thẻ ngân hàng để thanh toán trong 24h
HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác",-350300133
-350,"-1|20|300134|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300134,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân:Rule limit số lượng thẻ được sử dụng trên mỗi merchant users trong 168h
- AppID = 148, 149, 3762
- Gateway
- Mỗi MC users chỉ được dùng 8 thẻ ngân hàng để thanh toán trong 168h
HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác",-350300134
-350,"-1|20|300135|Vượt hạn mức của dịch vụ này, vui lòng thử lại với số tiền nhỏ hơn.",,300135,"Vượt hạn mức của dịch vụ này, vui lòng thử lại với số tiền nhỏ hơn.","Nguyên nhân: Rule limit số tiền giao dịch của một thẻ trong 24h
- AppID = 148, 149, 3762
- Gateway
- > 5M/24h/thẻ

HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác, hoặc thử lại với số tiền nhỏ hơn",-350300135
-350,-1|20|300117|Giá trị giao dịch vượt hạn mức của dịch vụ này. Vui lòng thử lại với giá trị nhỏ hơn.,,300117,Giá trị giao dịch vượt hạn mức của dịch vụ này. Vui lòng thử lại với giá trị nhỏ hơn.,"Nguyên nhân: Rule setup thay mặt MB Bank        
- AppID: 2391; 1147
- Thẻ MB bank
- Hạn mức 500k/GD

HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác, hoặc thử lại với số tiền nhỏ hơn",-350300117
-350,-1|20|300118|Vượt hạn mức giao dịch trong 24h. Vui lòng thử lại sau,,300118,Vượt hạn mức giao dịch trong 24h. Vui lòng thử lại sau	,"Nguyên nhân: Rule setup thay mặt MB Bank        
- AppID: 2391; 1147
- Thẻ MB bank
- Hạn mức 3tr/24h

HXL: Hướng dẫn KH thử lại sau 24h",-350300118
-350,"-1|20|300111|Vượt hạn mức của dịch vụ này, vui lòng thử lại với số tiền nhỏ hơn",,300111,"Vượt hạn mức của dịch vụ này, vui lòng thử lại với số tiền nhỏ hơn","Nguyên nhân: Rule giới hạn giao dịch thẻ quốc tế của merchant GotIt
AppID = 1783 - GOTITZALO
Amount> 2.5M
Áp dụng cho Gateway - thẻ quốc tế

HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác, hoặc thử lại với số tiền nhỏ hơn",-350300111
-350,"-1|20|300119|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300119,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule chặn các BIN rủi ro của merchant Dealtoday

HXL: Hướng dẫn KH thanh toán bằng nguồn tiền khác",-350300119
-350,-1|20|300120|Giá trị giao dịch vượt hạn mức của dịch vụ này. Vui lòng thử lại với giá trị nhỏ hơn,,300120,Giá trị giao dịch vượt hạn mức của dịch vụ này. Vui lòng thử lại với giá trị nhỏ hơn.,"Nguyên nhân:Rule limit giao dịch của merchant Dealtoday qua gateway trong 24h
- AppID = 3555
- Gateway
- 5M/24h/Card

HXL: Hướng dẫn KH thử lại sau 24h",-350300120
-350,"-1|20|300121|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300121,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi merchant users trong 24h
- AppID = 3555
- Gateway
- Mỗi MC users chỉ được dùng 3 thẻ ngân hàng để thanh toán trong 24h

HXL: Hướng dẫn KH sử dụng lại thẻ đã sử dụng trước đó hoặc thử lại sau 24h",-350300121
-350,"-1|20|300122|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300122,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng thẻ được sử dụng trên mỗi merchant users trong 168h
- AppID = 3555
- Gateway
- Mỗi MC users chỉ được dùng 8 thẻ ngân hàng để thanh toán trong 168h

HXL: Hướng dẫn KH sử dụng lại thẻ đã sử dụng trước đó hoặc thử lại sau 168h",-350300122
-350,"-1|20|300123|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300123,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng merchant user có thể sử dụng cùng 1 thẻ để thanh toán trong 24h
- AppID = 3555
- Gateway
- Mỗi thẻ chỉ được dùng để thanh toán cho 1 merchant user trong 24h

HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác",-350300123
-350,"-1|20|300124|Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.",,300124,"Thẻ chưa được hỗ trợ để thanh toán cho dịch vụ này, Vui lòng thực hiện bằng hình thức thanh toán khác.","Nguyên nhân: Rule limit số lượng merchant user có thể sử dụng cùng 1 thẻ để thanh toán trong 168h
- AppID = 3555
- Gateway
- Mỗi thẻ chỉ được dùng để thanh toán cho 3 merchant user trong 168h

HXL: Hướng dẫn khách hàng thử lại bằng nguồn tiền khác",-350300124
-350,"-1|20|300135|Vượt hạn mức của dịch vụ này, vui lòng thử lại với số tiền nhỏ hơn",,300135,"Vượt hạn mức của dịch vụ này, vui lòng thử lại với số tiền nhỏ hơn","Nguyên nhân: Rule limit hạn mức giao dịch của các Card BIN rủi ro qua phương thức thanh toán gateway, danh sách BIN rủi ro, danh sách merchant được cập nhật thường xuyên theo từng thời kỳ (5tr/thẻ/24h).

HXL: Hướng dẫn KH thử lại sau 24h.",-350300135
-354,-1|20|302301|Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302301,Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,"Giao dịch bằng thẻ quốc tế bị chặn do BIN nằm trong list BIN không cho phép giao dịch/ nghi ngờ gian lận.
HXL: Tư vấn KH thanh toán bằng nguồn tiền khác.
Nếu KH vẫn muốn dùng thẻ đang giao dịch và appID khác 454 (nạp tiền), gửi sang Risk xử lý tương tự các case trust thẻ do rule CBS (DM -6001).",-354302301
-354,-1|20|302302|Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302302,Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,,-354302302
-354,-1|20|302303|Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302303,Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,,-354302303
-357,-1|20|302303|Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302303,Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,,-357302303
-354,-1|20|302304|Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302304,Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,,-354302304
-354,-1|20|302300|Vượt quá hạn mức giao dịch tối đa có thể thực hiện. Bạn hãy thử lại sau 24 tiếng.,RMS_TRANSACTION_EXCEED_LIMIT_4,302300,Vượt quá hạn mức giao dịch tối đa có thể thực hiện. Bạn hãy thử lại sau 24 tiếng.,"Giao dịch bị chặn do vượt hạn mức thanh toán trong vòng 24 giờ bằng thẻ tín dụng. (20tr/24h)
HXL: KH có thể thực lại sau 24 giờ kể từ giao dịch thất bại cuối cùng. hoặc nạp tiền vào ví để thanh toán.

*Nếu sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển cho BPLQ kiểm tra (Thông tin sẽ kiểm tra: Thời gian KH có thể thực hiện lại GD và hạn mức KH được sử dụng là bao nhiêu). 
Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302300
-354,-1|20|302305|Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302305,Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,"Giao dịch bị chặn vì xuất phát từ các BIN nằm trong Sanctions List
HXL: CS tư vấn KH thanh toán bằng nguồn tiền khác.",-354302305
-354,-1|20|302306|Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302306,Thẻ không thực hiện được giao dịch này. Bạn liên hệ CSKH ZaloPay để biết thêm nhé.,"Giao dịch bị chặn xuất phát từ BIN rủi ro: 466582, 466583, đối với high-risk AppID: 12; 342, 655, 656, 341, 1658, 1659
HXL: CS tư vấn KH thanh toán bằng nguồn tiền khác.",-354302306
-354,-1|20|302321|Giao dịch không thành công do vượt hạn mức 20 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302321,Giao dịch không thành công do vượt hạn mức 20 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,"Giao dịch vượt hạn mức nạp tiền 20/90 triệu trong vòng 24 giờ/ user của nhóm medium-risk bằng nguồn tiền thẻ quốc tế.
HXL: KH có thể thử lại sau 24 giờ kể từ giao dịch thất bại cuối cùng.
** Nếu Sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển kiểm tra thời gian & hạn mức KH có thể thực hiện lại GD. Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302321
-354,-1|20|302322|Giao dịch không thành công do vượt hạn mức 20 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302322,Giao dịch không thành công do vượt hạn mức 20 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,,-354302322
-354,-1|20|302323|Giao dịch không thành công do vượt hạn mức 90 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302323,Giao dịch không thành công do vượt hạn mức 90 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,,-354302323
-354,-1|20|302324|Giao dịch không thành công do vượt hạn mức 90 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302324,Giao dịch không thành công do vượt hạn mức 90 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,,-354302324
-354,-1|20|302331|Giao dịch không thành công do vượt hạn mức nạp tiền trong 24 giờ. Bạn vui lòng thử lại sau nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302331,Giao dịch không thành công do vượt hạn mức nạp tiền trong 24 giờ. Bạn vui lòng thử lại sau nhé.,"Giao dịch vượt hạn mức nạp tiền 8 triệu trong vòng 24 giờ/ card của nhóm high-risk bằng nguồn tiền thẻ quốc tế.
HXL: KH có thể thử lại sau 24 giờ kể từ giao dịch thất bại cuối cùng.
** Nếu Sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển kiểm tra thời gian & số tiền KH có thể thực hiện lại GD. Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302331
-354,-1|20|302314|Giao dịch không thành công do vượt hạn mức 100 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302314,Giao dịch không thành công do vượt hạn mức 100 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,"Giao dịch vượt hạn mức nạp tiền trong vòng 24 giờ/ user của nhóm low-risk bằng nguồn tiền thẻ quốc tế. (100tr/30 ngày)
HXL: KH có thể thử lại sau 24 giờ kể từ giao dịch thất bại cuối cùng.
** Nếu Sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển kiểm tra thời gian & số tiền KH có thể thực hiện lại GD .Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302314
-354,-1|20|302313|Giao dịch không thành công do vượt hạn mức 100 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302313,Giao dịch không thành công do vượt hạn mức 100 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,,-354302313
-354,-1|20|302330|Giao dịch không thành công do vượt hạn mức nạp tiền trong 24 giờ. Bạn vui lòng thử lại sau nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302330,Giao dịch không thành công do vượt hạn mức nạp tiền trong 24 giờ. Bạn vui lòng thử lại sau nhé.,"Giao dịch vượt hạn mức nạp tiền trong vòng 24 giờ/ user của nhóm high-risk bằng nguồn tiền thẻ quốc tế. (8tr/24h)
HXL: KH có thể thử lại sau 24 giờ kể từ giao dịch thất bại cuối cùng.
** Nếu Sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển kiểm tra thời gian & số tiền KH có thể thực hiện lại GD.Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302330
-354,-1|20|302311|Giao dịch không thành công do vượt hạn mức 30 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302311,Giao dịch không thành công do vượt hạn mức 30 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,"Giao dịch vượt hạn mức nạp tiền trong vòng 24 giờ/ user của nhóm low-risk bằng nguồn tiền thẻ quốc tế. (30tr/24h)
HXL: KH có thể thử lại sau 24 giờ kể từ giao dịch thất bại cuối cùng.
** Nếu Sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển kiểm tra thời gian KH có thể thực hiện lại GD .Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302311
-354,-1|20|302312|Giao dịch không thành công do vượt hạn mức 30 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302312,Giao dịch không thành công do vượt hạn mức 30 triệu nạp tiền. Bạn vui lòng thử lại sau 24 giờ nhé.,,-354302312
-354,-1|20|302333|Giao dịch không thành công do vượt hạn mức nạp tiền trong 30 ngày. Bạn vui lòng thử lại sau nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302333,Giao dịch không thành công do vượt hạn mức nạp tiền trong 30 ngày. Bạn vui lòng thử lại sau nhé.,"Giao dịch vượt hạn mức nạp tiền trong vòng 30 ngày/ card của nhóm high-risk bằng nguồn tiền thẻ quốc tế.
HXL: KH có thể thử lại sau 24 giờ kể từ giao dịch thất bại cuối cùng.
** Nếu Sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển kiểm tra thời gian & số tiền KH có thể thực hiện lại GD .Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302333
-354,-1|20|302332|Giao dịch không thành công do vượt hạn mức nạp tiền trong 30 ngày. Bạn vui lòng thử lại sau nhé.,RMS_TRANSACTION_EXCEED_LIMIT_4,302332,Giao dịch không thành công do vượt hạn mức nạp tiền trong 30 ngày. Bạn vui lòng thử lại sau nhé.,"Giao dịch vượt hạn mức nạp tiền trong vòng 30 ngày/ user của nhóm high-risk bằng nguồn tiền thẻ quốc tế. (80tr/30 ngày)
HXL: KH có thể thử lại sau 24 giờ kể từ giao dịch thất bại cuối cùng.
** Nếu Sau 24H KH vẫn không thực hiện thành công : CS thông báo chuyển kiểm tra thời gian & số tiền KH có thể thực hiện lại GD .Hẹn 3-5 ngày làm việc >> LV1/out/GS chuyển SL, SL kiểm tra với risk domain DuyTD3",-354302332
-244,-1|20|610030|Dịch vụ chưa hỗ trợ TK trả sau. Bạn thử lại bằng nguồn tiền khác nhé.,IS_FRAUD_TRANSACTION,610030,Dịch vụ chưa hỗ trợ TK trả sau. Bạn thử lại bằng nguồn tiền khác nhé.,HXL: CS báo hiện tại dịch vụ này chưa hỗ trợ thanh toán bằng nguồn tiền TK trả sau. CS HD KH thử lại bằng nguồn tiền khác nhé.,-244610030
-359,-1|20|550001|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,550001,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,"HXL: CS ghi nhận chuyển case SL để Risk (PhiNDT) kiểm tra, component ""KYC Fraud"". Hẹn thời gian xử lý: 3-5 NLV.",-359550001
-359,-1|20|550002|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,550002,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,-359550002
-359,-1|20|550003|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,550003,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,-359550003
-359,-1|20|550004|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,550004,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,-359550004
-359,-1|20|550005|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,550005,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,-359550005
-244,-1|20|550001|Giao dịch rủi ro sau khi định danh tài khoản. Vui lòng thử lại sau.,IS_FRAUD_TRANSACTION,550001,Giao dịch rủi ro sau khi định danh tài khoản. Vui lòng thử lại sau.,,-244550001
-244,-1|20|550002|Giao dịch rủi ro sau khi định danh tài khoản. Vui lòng thử lại sau.,IS_FRAUD_TRANSACTION,550002,Giao dịch rủi ro sau khi định danh tài khoản. Vui lòng thử lại sau.,,-244550002
-244,-1|20|550003|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,IS_FRAUD_TRANSACTION,550003,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,-244550003
-244,-1|20|550004|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,IS_FRAUD_TRANSACTION,550004,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,-244550004
-244,-1|20|550005|Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,IS_FRAUD_TRANSACTION,550005,Giao dịch bất thường sau khi định danh tài khoản. Vui lòng thử lại sau.,,-244550005
-358,-1|20|610053|Bạn vui lòng thanh toán dư nợ sao kê kỳ trước. Sau đó thử lại giao dịch sau 24 giờ.,,610053,Bạn vui lòng thanh toán dư nợ sao kê kỳ trước. Sau đó thử lại giao dịch sau 24 giờ.,HXL: CS HD KH thanh toán dư nợ sao kê kỳ trước. Sau đó thử lại giao dịch sau 24 giờ.,-358610053
-358,-1|20|610054|Bạn vui lòng thanh toán dư nợ sao kê kỳ trước. Sau đó thử lại giao dịch sau 24 giờ.,,610054,Bạn vui lòng thanh toán dư nợ sao kê kỳ trước. Sau đó thử lại giao dịch sau 24 giờ.,,-358610054
-358,-1|20|610299|Dịch vụ chưa hỗ trợ. Bạn thử lại bằng nguồn tiền khác nhé.,,610299,Dịch vụ chưa hỗ trợ. Bạn thử lại bằng nguồn tiền khác nhé.,"AppID 4093 - VNPAY (giống với Payoo), là hệ thống thanh toán của nhiều cửa hàng, MC khác nhau. Phụ thuộc vào MC KH đang thực hiện thanh toán có đang hỗ trợ nguồn tiền TKTS hay không > User có thể hit rule này.

HXL: Khi gặp mã lỗi, CS tư vấn KH chưa được hỗ trợ thanh toán dịch vụ này bằng TKTS, nhờ KH sử dụng nguồn tiền khác để tiếp tục thanh toán.",-358610299
-358,-1|0|610199|Dịch vụ chưa hỗ trợ. Bạn thử lại bằng nguồn tiền khác nhé.,,610199,Dịch vụ chưa hỗ trợ. Bạn thử lại bằng nguồn tiền khác nhé.,"Những AppID thuộc merchant Thanh Sơn (Telco/Billing)

Nguyên nhân: KH hit rules khi chưa nằm trong danh sách được cho phép thanh toán cho các AppID thuộc Merchant này. 

HXL: Khi gặp mã lỗi, CS tư vấn KH chưa được hỗ trợ thanh toán dịch vụ này bằng TKTS, nhờ KH sử dụng nguồn tiền khác để tiếp tục thanh toán.",-358610199
-361,0|10000|100014|Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,,100014,Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,HXL: CS hướng dẫn KH cập nhật định danh tải khoản ở mục Cá nhân để tiếp tục GD.,-361100014
-359,-1|20|550008|Bạn hãy cập nhật định danh tài khoản ở mục Cá nhân để tiếp tục thực hiện giao dịch.,,550008,Bạn hãy cập nhật định danh tài khoản ở mục Cá nhân để tiếp tục thực hiện giao dịch.,,-359550008
-358,-1|20|610050|Bạn hãy cập nhật định danh tài khoản ở mục Cá nhân để tiếp tục thực hiện giao dịch.,,610050,Bạn hãy cập nhật định danh tài khoản ở mục Cá nhân để tiếp tục thực hiện giao dịch.,,-358610050
-332,0|15|100014|Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,RMS_USER_NEED_KYC,100014,Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,,-332100014
-332,0|15|100059|Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,RMS_USER_NEED_KYC,100059,Bạn cần định danh tài khoản để tiếp tục thanh toán với ưu đãi.,,-332100059
